CIPCode2000|CIPTitle2000|Action|Text change|CIPCode2010|CIPTitle2010
450202|Physical Anthropology|No substantive changes|yes|450202|Physical and Biological Anthropology
450299|Anthropology, Other|No substantive changes|no|450299|Anthropology, Other
4503|Archeology|No substantive changes|no|4503|Archeology
450301|Archeology|No substantive changes|no|450301|Archeology
4504|Criminology|No substantive changes|no|4504|Criminology
450401|Criminology|No substantive changes|no|450401|Criminology
4505|Demography and Population Studies|No substantive changes|no|4505|Demography and Population Studies
450501|Demography and Population Studies|No substantive changes|no|450501|Demography and Population Studies
4506|Economics|No substantive changes|no|4506|Economics
450601|Economics, General|No substantive changes|no|450601|Economics, General
450602|Applied Economics|No substantive changes|no|450602|Applied Economics
450603|Econometrics and Quantitative Economics|No substantive changes|no|450603|Econometrics and Quantitative Economics
450604|Development Economics and International Development|No substantive changes|no|450604|Development Economics and International Development
450605|International Economics|No substantive changes|no|450605|International Economics
450699|Economics, Other|No substantive changes|no|450699|Economics, Other
4507|Geography and Cartography|No substantive changes|no|4507|Geography and Cartography
450701|Geography|No substantive changes|no|450701|Geography
450702|Cartography|No substantive changes|yes|450702|Geographic Information Science and Cartography
450799|Geography, Other|No substantive changes|no|450799|Geography, Other
4509|International Relations and Affairs|No substantive changes|yes|4509|International Relations and National Security Studies
450901|International Relations and Affairs|No substantive changes|yes|450901|International Relations and Affairs
4510|Political Science and Government|No substantive changes|no|4510|Political Science and Government
451001|Political Science and Government, General|No substantive changes|no|451001|Political Science and Government, General
451002|American Government and Politics (United States)|No substantive changes|no|451002|American Government and Politics (United States)
451003|Canadian Government and Politics|No substantive changes|no|451003|Canadian Government and Politics
451099|Political Science and Government, Other|No substantive changes|no|451099|Political Science and Government, Other
4511|Sociology|No substantive changes|no|4511|Sociology
451101|Sociology|No substantive changes|no|451101|Sociology
4512|Urban Studies/Affairs|No substantive changes|no|4512|Urban Studies/Affairs
451201|Urban Studies/Affairs|No substantive changes|no|451201|Urban Studies/Affairs
4599|Social Sciences, Other|No substantive changes|no|4599|Social Sciences, Other
459999|Social Sciences, Other|No substantive changes|no|459999|Social Sciences, Other
46|CONSTRUCTION TRADES|No substantive changes|no|46|CONSTRUCTION TRADES
4600|Construction Trades, General|No substantive changes|no|4600|Construction Trades, General
460000|Construction Trades, General|No substantive changes|no|460000|Construction Trades, General
4601|Mason/Masonry|No substantive changes|no|4601|Mason/Masonry
460101|Mason/Masonry|No substantive changes|no|460101|Mason/Masonry
4602|Carpenters|No substantive changes|no|4602|Carpenters
460201|Carpentry/Carpenter|No substantive changes|no|460201|Carpentry/Carpenter
4603|Electrical and Power Transmission Installers|No substantive changes|no|4603|Electrical and Power Transmission Installers
460301|Electrical and Power Transmission Installation/Installer, General|No substantive changes|no|460301|Electrical and Power Transmission Installation/Installer, General
460302|Electrician|No substantive changes|no|460302|Electrician
460303|Lineworker|No substantive changes|no|460303|Lineworker
460399|Electrical and Power Transmission Installers, Other|No substantive changes|no|460399|Electrical and Power Transmission Installers, Other
4604|Building/Construction Finishing, Management, and Inspection|No substantive changes|no|4604|Building/Construction Finishing, Management, and Inspection
460401|Building/Property Maintenance and Management|No substantive changes|yes|460401|Building/Property Maintenance
460402|Concrete Finishing/Concrete Finisher|No substantive changes|no|460402|Concrete Finishing/Concrete Finisher
460403|Building/Home/Construction Inspection/Inspector|No substantive changes|no|460403|Building/Home/Construction Inspection/Inspector
460404|Drywall Installation/Drywaller|No substantive changes|no|460404|Drywall Installation/Drywaller
460406|Glazier|No substantive changes|no|460406|Glazier
460408|Painting/Painter and Wall Coverer|No substantive changes|no|460408|Painting/Painter and Wall Coverer
460410|Roofer|No substantive changes|no|460410|Roofer
460411|Metal Building Assembly/Assembler|No substantive changes|no|460411|Metal Building Assembly/Assembler
460412|Building/Construction Site Management/Manager|No substantive changes|no|460412|Building/Construction Site Management/Manager
460499|Building/Construction Finishing, Management, and Inspection, Other|No substantive changes|no|460499|Building/Construction Finishing, Management, and Inspection, Other
4605|Plumbing and Related Water Supply Services|No substantive changes|no|4605|Plumbing and Related Water Supply Services
460502|Pipefitting/Pipefitter and Sprinkler Fitter|No substantive changes|no|460502|Pipefitting/Pipefitter and Sprinkler Fitter
460503|Plumbing Technology/Plumber|No substantive changes|no|460503|Plumbing Technology/Plumber
460504|Well Drilling/Driller|No substantive changes|no|460504|Well Drilling/Driller
460505|Blasting/Blaster|No substantive changes|no|460505|Blasting/Blaster
460599|Plumbing and Related Water Supply Services, Other|No substantive changes|no|460599|Plumbing and Related Water Supply Services, Other
4699|Construction Trades, Other|No substantive changes|no|4699|Construction Trades, Other
469999|Construction Trades, Other|No substantive changes|no|469999|Construction Trades, Other
47|MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS|No substantive changes|no|47|MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS
4700|Mechanics and Repairers, General|No substantive changes|no|4700|Mechanics and Repairers, General
470000|Mechanics and Repairers, General|No substantive changes|no|470000|Mechanics and Repairers, General
4701|Electrical/Electronics Maintenance and Repair Technology|No substantive changes|no|4701|Electrical/Electronics Maintenance and Repair Technology
470101|Electrical/Electronics Equipment Installation and Repair, General|No substantive changes|no|470101|Electrical/Electronics Equipment Installation and Repair, General
470102|Business Machine Repair|No substantive changes|no|470102|Business Machine Repair
470103|Communications Systems Installation and Repair Technology|No substantive changes|no|470103|Communications Systems Installation and Repair Technology
470104|Computer Installation and Repair Technology/Technician|No substantive changes|no|470104|Computer Installation and Repair Technology/Technician
470105|Industrial Electronics Technology/Technician|No substantive changes|no|470105|Industrial Electronics Technology/Technician
470106|Appliance Installation and Repair Technology/Technician|No substantive changes|no|470106|Appliance Installation and Repair Technology/Technician
470110|Security System Installation, Repair, and Inspection Technology/Technician|No substantive changes|no|470110|Security System Installation, Repair, and Inspection Technology/Technician
470199|Electrical/Electronics Maintenance and Repair Technology, Other|No substantive changes|no|470199|Electrical/Electronics Maintenance and Repair Technology, Other
4702|Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)|No substantive changes|no|4702|Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)
470201|Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)|No substantive changes|no|470201|Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician
4703|Heavy/Industrial Equipment Maintenance Technologies|No substantive changes|no|4703|Heavy/Industrial Equipment Maintenance Technologies
470302|Heavy Equipment Maintenance Technology/Technician|No substantive changes|no|470302|Heavy Equipment Maintenance Technology/Technician
470303|Industrial Mechanics and Maintenance Technology|No substantive changes|no|470303|Industrial Mechanics and Maintenance Technology
470399|Heavy/Industrial Equipment Maintenance Technologies, Other|No substantive changes|no|470399|Heavy/Industrial Equipment Maintenance Technologies, Other
4704|Precision Systems Maintenance and Repair Technologies|No substantive changes|no|4704|Precision Systems Maintenance and Repair Technologies
470402|Gunsmithing/Gunsmith|No substantive changes|no|470402|Gunsmithing/Gunsmith
470403|Locksmithing and Safe Repair|No substantive changes|no|470403|Locksmithing and Safe Repair
470404|Musical Instrument Fabrication and Repair|No substantive changes|no|470404|Musical Instrument Fabrication and Repair
470408|Watchmaking and Jewelrymaking|No substantive changes|no|470408|Watchmaking and Jewelrymaking
470409|Parts and Warehousing Operations and Maintenance Technology/Technician|No substantive changes|no|470409|Parts and Warehousing Operations and Maintenance Technology/Technician
470499|Precision Systems Maintenance and Repair Technologies, Other|No substantive changes|no|470499|Precision Systems Maintenance and Repair Technologies, Other
4706|Vehicle Maintenance and Repair Technologies|No substantive changes|no|4706|Vehicle Maintenance and Repair Technologies
470603|Autobody/Collision and Repair Technology/Technician|No substantive changes|no|470603|Autobody/Collision and Repair Technology/Technician
470604|Automobile/Automotive Mechanics Technology/Technician|No substantive changes|no|470604|Automobile/Automotive Mechanics Technology/Technician
470605|Diesel Mechanics Technology/Technician|No substantive changes|no|470605|Diesel Mechanics Technology/Technician
470606|Small Engine Mechanics and Repair Technology/Technician|No substantive changes|no|470606|Small Engine Mechanics and Repair Technology/Technician
470607|Airframe Mechanics and Aircraft Maintenance Technology/Technician|No substantive changes|no|470607|Airframe Mechanics and Aircraft Maintenance Technology/Technician
470608|Aircraft Powerplant Technology/Technician|No substantive changes|no|470608|Aircraft Powerplant Technology/Technician
470609|Avionics Maintenance Technology/Technician|No substantive changes|no|470609|Avionics Maintenance Technology/Technician
470610|Bicycle Mechanics and Repair Technology/Technician|No substantive changes|no|470610|Bicycle Mechanics and Repair Technology/Technician
470611|Motorcycle Maintenance and Repair Technology/Technician|No substantive changes|no|470611|Motorcycle Maintenance and Repair Technology/Technician
470612|Vehicle Emissions Inspection and Maintenance Technology/Technician|No substantive changes|no|470612|Vehicle Emissions Inspection and Maintenance Technology/Technician
470613|Medium/Heavy Vehicle and Truck Technology/Technician|No substantive changes|no|470613|Medium/Heavy Vehicle and Truck Technology/Technician
470614|Alternative Fuel Vehicle Technology/Technician|No substantive changes|no|470614|Alternative Fuel Vehicle Technology/Technician
