CIP_Short|CIP_Code|CIPTitle|Description|CrossReferences|Groups|Old_CIP_Code|Created_Date|Modified_Date|Inactive
16|160801|Iranian Languages, Literatures, and Linguistics.|A program that focuses on the languages used in ancient, medieval, and modern Iran and its border regions, including modern Persian, Avestan/Old Persian, and related modern and extinct languages. Includes instruction in applications of modern Persian and other languages in business, science/technology, and other settings.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|1609|Romance Languages, Literatures, and Linguistics.|Instructional content for this group of programs is defined in codes 16.0900 - 16.0999.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|160900|Romance Languages, Literatures, and Linguistics, General.|A general program that focuses on one or more of the Romance languages of Western, Central, and Southern Europe.  Includes instruction in philology; linguistics; dialects and pidgins; literature; and applications to business, science/technology, and other settings.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|160901|French Language and Literature.|A program that focuses on the French language and related dialects and creoles. Includes instruction in philology; Metropolitan French; Canadian French; African and Caribbean Creoles; dialects; and applications in business, science/technology, and other settings.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|160902|Italian Language and Literature.|A program that focuses on the Italian language and related dialects. Includes instruction in philology; dialects; and applications in business, science/technology, and other settings.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|160904|Portuguese Language and Literature.|A program that focuses on the Portuguese language and related dialects. Includes instruction in philology; Metropolitan Portuguese; Luso-Brazilian Portuguese; dialects; and applications in business, science/technology, and other settings.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|160905|Spanish Language and Literature.|A program that focuses on the Spanish language and related dialects. Includes instruction in philology; Modern Castillan; Latin American and regional Spanish dialects; and applications in business, science/technology, and other settings.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|160906|Romanian Language and Literature.|A program that focuses on the Romanian language and related dialects. Includes instruction in philology; dialects; and applications in business, science/technology, and other settings.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|160907|Catalan Language and Literature.|A program that focuses on the Catalan language and related dialects. Includes instruction in philology; dialects; and applications in business, science/technology, and other settings.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|160908|Hispanic and Latin American Languages, Literatures, and Linguistics, General.|A program that focuses on the languages and literatures of the Spanish- and Portuguese-speaking areas of the world, including the Iberian, Latin American, and Lusophone worlds.  Includes instruction in Spanish and Portuguese language and linguistics; regional and Latin American dialects; and Spanish, Portuguese, Spanish American, Luso-Brazilian, and Chicano literature.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|160999|Romance Languages, Literatures, and Linguistics, Other.|Any instructional program in Romance languages, literatures, and linguistics not listed above.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|1610|American Indian/Native American Languages, Literatures, and Linguistics.|Instructional content is defined in code 16.1001.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|161001|American Indian/Native American Languages, Literatures, and Linguistics.|A program that focuses on one or more of the languages native to the Western Hemisphere, with an emphasis on American Indian languages, but including other Native American languages. Includes instruction in philology; oral and written literatures; Inuit and Aleut languages; North American language families, including, but not limited to, Algonkian, Athabascan, Siouan, Muskogean, Iroquoian, Kumeyaay, Yuman, Mayan, Zapotecan, and Uto-Aztecan; South American language families, including, but not limited to, Andean-Equatorial, Ge-Pano-Carib, and Macro-Chibchan; and other minor languages.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|1611|Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.|Instructional content for this group of programs is defined in codes 16.1100 - 16.1199.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|161100|Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General.|A general program that focuses on one or more of the Middle/Near Eastern and Semitic languages of the ancient and modern Middle/Near East, Western Asia, North Africa, and Europe. Includes instruction in philology; linguistics; dialects and pidgins; literature; and applications to business, science/technology, and other settings.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|161101|Arabic Language and Literature.|A program that focuses on the Arabic language. Includes instruction in philology; Classical Arabic; Modern Standard Arabic; dialects; and applications to business, science/technology, and other settings.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|161102|Hebrew Language and Literature.|A program that focuses on the Hebrew language. Includes instruction in philology; Biblical Hebrew (including Pre- and Post-Exilic scripts); Modern Hebrew; dialects; and applications to business, science/technology, and other settings.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
16|161103|Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics.|A program that focuses on one or more of the extinct Semitic and/or Non-Semitic languages spoken in the ancient Near East, including those used to write historical Jewish and Christian religious texts. These languages include, but are not limited to, Egyptian/Coptic, Sumerian, Akkadian, Babylonian, Assyrian, Aramaic, Cannanite, Phonecian, Samarian, Ugaritic, Syriac, Mandean, Hattic, Elamite, Hurrian, Hittite, Urartian, Lydian, Luwian, Lycian, Palaic, Sabaean/South Arabian, and other associated languages. Includes instruction in philology, epigraphy, papyrology, numismatics, and textual studies.||Liberal Arts|NULL|2010-01-01 00:00:00.000|NULL|N
